,Make,Model,Vehicle_Class,Engine_Size_L_,Cylinders,Transmission,Fuel_Type,Fuel_Consumption_City__L_100_km_,Fuel_Consumption_Hwy__L_100_km_,Fuel_Consumption_Comb__L_100_km_,Fuel_Consumption_Comb__mpg_,CO2_Emissions_g_km_,Engine Size Range
228,LAMBORGHINI,AVENTADOR COUPE,TWO-SEATER,6.5,12,AM7,Z,22.2,12.7,17.9,16,412,6-8
229,LAMBORGHINI,AVENTADOR COUPE,TWO-SEATER,6.5,12,AM7,Z,22.2,12.7,17.9,16,420,6-8
230,LAMBORGHINI,AVENTADOR COUPE,TWO-SEATER,6.5,12,AM7,Z,22.2,12.7,17.9,16,428,6-8
231,JAGUAR,XJ SUPERCHARGED,FULL-SIZE,5.0,8,AS8,E,20.6,13.6,17.5,16,280,4-6
233,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,E,19.7,14.1,17.2,16,282,2-4
234,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,E,19.6,14.2,17.2,16,284,2-4
235,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,E,19.7,14.3,17.3,16,288,2-4
236,FORD,Explorer FFV AWD,SUV - STANDARD,3.5,6,AS6,E,19.8,14.3,17.3,16,288,2-4
237,FORD,F-150 RAPTOR 4X4,PICKUP TRUCK - STANDARD,6.2,8,AS6,X,20.4,15.0,18.0,16,414,6-8
238,JAGUAR,XJL SUPERCHARGED,FULL-SIZE,5.0,8,AS8,E,20.6,13.6,17.5,16,280,4-6
240,CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,E,20.3,15.3,18.1,16,301,4-6
241,CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,20.5,14.4,17.8,16,295,4-6
242,CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,E,20.2,15.2,18.0,16,294,4-6
243,CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,20.7,14.4,17.9,16,315,4-6
244,CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,E,20.2,15.2,18.0,16,296,4-6
245,RAM,1500 Classic 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,20.7,14.7,18.0,16,300,2-4
246,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,4.8,8,A6,X,21.1,14.2,18.0,16,414,4-6
247,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,4.8,8,A6,X,21.0,14.2,18.0,16,414,4-6
248,GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,4.8,8,A6,X,21.3,14.3,18.2,16,419,4-6
249,GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,4.8,8,A6,X,21.3,14.3,18.1,16,416,4-6
250,CHEVROLET,EXPRESS 2500 PASSENGER,VAN - PASSENGER,4.8,8,A6,X,21.1,14.2,18.0,16,414,4-6
251,CHEVROLET,EXPRESS 2500 PASSENGER,VAN - PASSENGER,4.8,8,A6,X,21.0,14.2,18.0,16,414,4-6
252,CHEVROLET,EXPRESS 3500 PASSENGER,VAN - PASSENGER,4.8,8,A6,X,21.3,14.3,18.2,16,419,4-6
253,CHEVROLET,EXPRESS 3500 PASSENGER,VAN - PASSENGER,4.8,8,A6,X,21.3,14.3,18.1,16,416,4-6
254,ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,COMPACT,6.7,12,AS8,Z,20.7,12.9,17.2,16,396,6-8
255,ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,COMPACT,6.7,12,AS8,Z,20.7,12.9,17.2,16,404,6-8
256,FORD,F-150 FFV (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,E,20.2,14.0,17.4,16,288,4-6
257,FORD,F-150 FFV (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,E,20.3,14.0,17.5,16,290,4-6
258,FORD,F-150 FFV (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,E,20.0,14.9,17.7,16,294,4-6
259,FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS6,E,20.6,14.3,17.8,16,293,4-6
260,FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS6,E,20.5,14.3,17.7,16,291,4-6
261,FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,E,20.3,14.0,17.4,16,288,4-6
262,FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,E,20.4,14.0,17.5,16,291,4-6
263,FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,E,19.9,15.8,18.0,16,300,4-6
264,LAND ROVER,RANGE ROVER V6 3.0 SC FFV,SUV - STANDARD,3.0,6,AS8,E,19.4,14.8,17.3,16,277,2-4
265,FORD,F-150 FFV 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,E,20.0,15.6,18.0,16,300,4-6
267,JEEP,GRAND CHEROKEE 4X4 TRACKHAWK,SUV - STANDARD,6.2,8,A8,Z,20.9,13.8,17.7,16,413,6-8
268,JEEP,Grand Cherokee 4X4 Trackhawk,SUV - STANDARD,6.2,8,A8,Z,20.9,13.8,17.7,16,413,6-8
270,LAND ROVER,RANGE ROVER SPORT V6 3.0 SC FFV,SUV - STANDARD,3.0,6,AS8,E,19.4,14.9,17.4,16,278,2-4
271,FORD,GT,TWO-SEATER,3.5,6,AM7,Z,20.4,13.1,17.1,17,403,2-4
272,FORD,GT,TWO-SEATER,3.5,6,AM7,Z,20.4,13.1,17.1,17,402,2-4
273,FORD,GT,TWO-SEATER,3.5,6,AM7,Z,19.8,12.8,16.6,17,393,2-4
274,AUDI,R8,TWO-SEATER,4.2,8,M6,Z,20.5,11.7,16.6,17,382,4-6
275,AUDI,R8,TWO-SEATER,5.2,10,M6,Z,19.9,12.0,16.4,17,377,4-6
276,ROLLS-ROYCE,DAWN,COMPACT,6.6,12,AS8,Z,20.0,12.6,16.7,17,390,6-8
277,ROLLS-ROYCE,DAWN,COMPACT,6.6,12,AS8,Z,20.3,13.0,17.0,17,397,6-8
278,ROLLS-ROYCE,Dawn,COMPACT,6.6,12,AS8,Z,20.3,13.0,17.0,17,397,6-8
279,ROLLS-ROYCE,Dawn,COMPACT,6.6,12,AS8,Z,20.4,13.1,17.1,17,400,6-8
280,LAMBORGHINI,Urus,SUV - STANDARD,4.0,8,AS8,Z,19.2,14.1,16.9,17,384,4-6
282,MERCEDES-BENZ,G 550,SUV - STANDARD,4.0,8,A9,Z,18.0,14.1,16.3,17,378,4-6
284,ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12,AS8,Z,20.0,12.6,16.7,17,390,6-8
285,ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12,AS8,Z,20.3,13.0,17.0,17,397,6-8
286,ROLLS-ROYCE,Ghost,FULL-SIZE,6.6,12,AS8,Z,20.3,13.0,17.0,17,397,6-8
287,ROLLS-ROYCE,Ghost,FULL-SIZE,6.6,12,AS8,Z,20.4,13.1,17.1,17,400,6-8
288,DODGE,VIPER,TWO-SEATER,8.4,10,M6,Z,19.9,12.6,16.6,17,387,8-10
289,LEXUS,LX 570,SUV - STANDARD,5.7,8,AS6,Z,18.8,13.6,16.5,17,380,4-6
290,LEXUS,LX 570,SUV - STANDARD,5.7,8,AS6,Z,19.0,13.6,16.6,17,382,4-6
291,LEXUS,LX 570,SUV - STANDARD,5.7,8,AS8,Z,19.2,14.3,16.9,17,395,4-6
292,GMC,SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A6,E,18.9,14.2,16.8,17,269,4-6
293,GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.5,13.7,16.9,17,270,4-6
294,GMC,SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A6,E,19.3,14.3,17.1,17,274,4-6
295,ROLLS-ROYCE,WRAITH,MID-SIZE,6.6,12,AS8,Z,19.6,12.9,16.6,17,388,6-8
296,ROLLS-ROYCE,Wraith,MID-SIZE,6.6,12,AS8,Z,19.6,12.9,16.6,17,388,6-8
297,ROLLS-ROYCE,Wraith,MID-SIZE,6.6,12,AS8,Z,19.6,12.8,16.5,17,387,6-8
298,CHEVROLET,EQUINOX,SUV - SMALL,3.6,6,A6,E,18.8,13.1,16.2,17,259,2-4
299,ROLLS-ROYCE,PHANTOM,FULL-SIZE,6.7,12,A8,Z,20.7,12.8,17.1,17,393,6-8
300,ROLLS-ROYCE,PHANTOM,FULL-SIZE,6.7,12,AS8,Z,20.7,12.7,17.1,17,400,6-8
301,ROLLS-ROYCE,PHANTOM,FULL-SIZE,6.7,12,AS8,Z,20.0,12.4,16.6,17,387,6-8
302,ROLLS-ROYCE,Phantom,FULL-SIZE,6.7,12,AS8,Z,20.0,11.8,16.3,17,382,6-8
304,GMC,TERRAIN,SUV - SMALL,3.6,6,A6,E,18.8,13.1,16.2,17,259,2-4
305,RAM,1500 4X4,PICKUP TRUCK - STANDARD,5.7,8,A6,X,18.7,13.3,16.3,17,382,4-6
306,RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,19.4,13.6,16.8,17,269,2-4
308,RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,19.4,13.6,16.8,17,279,2-4
309,RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,19.7,13.8,17.0,17,283,2-4
311,MERCEDES-BENZ,AMG G 63,SUV - STANDARD,4.0,8,A9,Z,18.1,15.6,17.0,17,396,4-6
313,ROLLS-ROYCE,Cullinan,STATION WAGON - MID-SIZE,6.7,12,AS8,Z,20.0,11.8,16.3,17,382,6-8
314,ROLLS-ROYCE,Cullinan,STATION WAGON - MID-SIZE,6.7,12,AS8,Z,20.1,12.1,16.5,17,386,6-8
315,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,A6,E,18.8,13.7,16.5,17,264,2-4
316,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,AS6,E,18.8,13.7,16.5,17,264,2-4
317,ROLLS-ROYCE,GHOST EWB,FULL-SIZE,6.6,12,AS8,Z,20.0,12.6,16.7,17,390,6-8
318,ROLLS-ROYCE,GHOST EWB,FULL-SIZE,6.6,12,AS8,Z,20.3,13.0,17.0,17,397,6-8
319,MERCEDES-BENZ,GL 63 AMG,SUV - STANDARD,5.5,8,AS7,Z,18.2,14.0,16.3,17,375,4-6
320,ROLLS-ROYCE,Ghost EWB,FULL-SIZE,6.6,12,AS8,Z,20.3,13.0,17.0,17,397,6-8
321,ROLLS-ROYCE,Ghost EWB,FULL-SIZE,6.6,12,AS8,Z,20.4,13.1,17.1,17,400,6-8
322,AUDI,R8 SPYDER,TWO-SEATER,4.2,8,M6,Z,20.5,11.7,16.6,17,382,4-6
323,AUDI,R8 SPYDER,TWO-SEATER,5.2,10,M6,Z,19.9,12.0,16.4,17,377,4-6
324,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,4.3,6,A6,E,18.9,14.2,16.8,17,269,4-6
325,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.5,13.7,16.9,17,270,4-6
326,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,4.3,6,A6,E,19.3,14.3,17.1,17,274,4-6
327,CHEVROLET,TAHOE FFV,SUV - STANDARD,5.3,8,A6,E,20.0,13.5,17.1,17,284,4-6
328,GMC,YUKON FFV,SUV - STANDARD,5.3,8,A6,E,20.0,13.5,17.1,17,284,4-6
329,MERCEDES-BENZ,AMG GLS 63,SUV - STANDARD,5.5,8,AS7,Z,18.2,14.0,16.3,17,369,4-6
330,NISSAN,ARMADA 4WD,SUV - STANDARD,5.6,8,A5,X,19.1,13.4,16.5,17,380,4-6
331,NISSAN,ARMADA 4WD,SUV - STANDARD,5.6,8,A5,X,19.2,13.4,16.6,17,382,4-6
332,CHEVROLET,CAMARO ZL1,COMPACT,6.2,8,AS6,Z,19.7,12.9,16.6,17,382,6-8
333,CHEVROLET,CAMARO ZL1,COMPACT,6.2,8,AS6,Z,19.9,13.0,16.8,17,386,6-8
334,GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,E,19.3,14.4,17.1,17,284,4-6
335,GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,E,19.3,14.3,17.1,17,284,4-6
336,GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.7,13.9,17.1,17,284,4-6
338,GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.7,13.9,17.0,17,283,4-6
339,TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,18.1,13.9,16.2,17,373,4-6
340,TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,18.5,14.2,16.6,17,382,4-6
341,TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,18.2,14.1,16.3,17,380,4-6
342,TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,18.1,13.9,16.2,17,378,4-6
343,TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,18.0,14.2,16.3,17,383,4-6
344,TOYOTA,Tundra 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,18.0,14.1,16.3,17,382,4-6
345,TOYOTA,Tundra 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,18.0,14.2,16.3,17,381,4-6
346,MERCEDES-BENZ,AMG GL 63 S,SUV - STANDARD,5.5,8,AS7,Z,18.2,14.0,16.3,17,369,4-6
347,CADILLAC,CTS-V COUPE,MID-SIZE,6.2,8,AS6,Z,19.7,12.9,16.6,17,382,6-8
348,CADILLAC,CTS-V SEDAN,MID-SIZE,6.2,8,AS6,Z,19.7,12.9,16.6,17,382,6-8
349,CHEVROLET,EQUINOX AWD,SUV - SMALL,3.6,6,A6,E,19.8,13.6,17.0,17,272,2-4
350,BENTLEY,FLYING SPUR,MID-SIZE,6.0,12,AS8,Z,20.3,11.9,16.5,17,388,6-8
353,BENTLEY,FLYING SPUR,MID-SIZE,6.0,12,AS8,Z,20.4,12.0,16.6,17,389,6-8
354,DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,E,18.9,12.9,16.2,17,259,2-4
356,DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,E,18.9,12.9,16.2,17,270,2-4
357,DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,E,19.1,13.2,16.4,17,274,2-4
359,DODGE,Journey FFV,SUV - SMALL,3.6,6,A6,E,19.1,13.2,16.4,17,274,2-4
360,ROLLS-ROYCE,PHANTOM EWB,FULL-SIZE,6.7,12,A8,Z,20.7,12.7,17.1,17,393,6-8
361,ROLLS-ROYCE,PHANTOM EWB,FULL-SIZE,6.7,12,AS8,Z,20.7,12.7,17.1,17,400,6-8
362,ROLLS-ROYCE,PHANTOM EWB,FULL-SIZE,6.7,12,AS8,Z,20.0,12.4,16.6,17,387,6-8
363,ROLLS-ROYCE,Phantom EWB,FULL-SIZE,6.7,12,AS8,Z,20.0,11.8,16.3,17,382,6-8
365,TOYOTA,SEQUOIA 4WD,SUV - STANDARD,5.7,8,AS6,X,19.0,13.9,16.7,17,384,4-6
366,TOYOTA,SEQUOIA 4WD,SUV - STANDARD,5.7,8,AS6,X,18.8,14.0,16.6,17,382,4-6
368,TOYOTA,SEQUOIA 4WD,SUV - STANDARD,5.7,8,AS6,X,18.7,13.8,16.5,17,380,4-6
369,TOYOTA,SEQUOIA 4WD,SUV - STANDARD,5.7,8,AS6,X,18.4,13.8,16.4,17,384,4-6
370,TOYOTA,Sequoia 4WD,SUV - STANDARD,5.7,8,AS6,X,18.4,13.8,16.4,17,384,4-6
371,TOYOTA,Sequoia 4WD,SUV - STANDARD,5.7,8,AS6,X,18.5,13.9,16.4,17,385,4-6
372,GMC,TERRAIN AWD,SUV - SMALL,3.6,6,A6,E,19.8,13.6,17.0,17,272,2-4
373,SRT,VIPER COUPE,TWO-SEATER,8.4,10,M6,Z,20.0,13.0,16.9,17,389,8-10
374,FORD,E150 VAN FFV,VAN - CARGO,4.6,8,A4,X,17.7,14.4,16.2,17,373,4-6
375,FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,E,18.7,13.0,16.2,17,269,2-4
376,BUICK,LACROSSE AWD,MID-SIZE,3.6,6,AS6,E,19.4,13.0,16.5,17,264,2-4
377,CHEVROLET,SUBURBAN FFV,SUV - STANDARD,5.3,8,A6,E,20.0,13.5,17.1,17,284,4-6
378,GMC,YUKON XL FFV,SUV - STANDARD,5.3,8,A6,E,20.0,13.5,17.1,17,284,4-6
379,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.5,6,A6,E,18.9,14.2,16.8,17,269,2-4
380,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.5,6,A6,E,19.1,14.3,16.9,17,278,2-4
381,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.5,6,A6,E,19.0,14.3,16.9,17,281,2-4
382,ROLLS-ROYCE,PHANTOM COUPE,COMPACT,6.7,12,A8,Z,20.7,12.8,17.1,17,393,6-8
383,ROLLS-ROYCE,PHANTOM COUPE,COMPACT,6.7,12,AS8,Z,20.7,12.7,17.1,17,400,6-8
384,CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,E,19.3,14.4,17.1,17,284,4-6
385,CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,E,19.3,14.3,17.1,17,284,4-6
386,CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.7,13.9,17.1,17,284,4-6
388,CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.7,13.9,17.1,17,283,4-6
389,ASTON MARTIN,V12 VANTAGE S,TWO-SEATER,6.0,12,AM7,Z,19.5,12.8,16.5,17,379,6-8
390,ASTON MARTIN,V12 VANTAGE S,TWO-SEATER,6.0,12,AM7,Z,19.5,12.8,16.5,17,390,6-8
391,ASTON MARTIN,V12 VANTAGE S,TWO-SEATER,6.0,12,AM7,Z,19.4,12.8,16.4,17,388,6-8
392,FORD,E150 WAGON FFV,VAN - PASSENGER,4.6,8,A4,X,18.6,14.6,16.8,17,386,4-6
393,FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,E,18.7,13.3,16.3,17,271,2-4
394,FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,E,18.7,13.4,16.3,17,271,2-4
396,BENTLEY,CONTINENTAL GTC,SUBCOMPACT,6.0,12,AS8,Z,20.0,12.2,16.5,17,380,6-8
397,SRT,VIPER GTS COUPE,TWO-SEATER,8.4,10,M6,Z,20.0,13.0,16.9,17,389,8-10
398,RAM,1500 Classic 4X4,PICKUP TRUCK - STANDARD,5.7,8,A6,X,18.7,13.3,16.3,17,382,4-6
399,RAM,1500 Classic FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,19.7,13.8,17.0,17,283,2-4
400,CADILLAC,ESCALADE ESV AWD,SUV - STANDARD,6.2,8,A6,Z,18.8,13.4,16.4,17,377,6-8
401,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,E,18.9,13.9,16.7,17,267,2-4
402,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,E,19.2,14.1,16.9,17,270,2-4
403,CADILLAC,CTS-V SPORT WAGON,STATION WAGON - SMALL,6.2,8,AS6,Z,19.7,12.9,16.6,17,382,6-8
404,DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,E,19.2,13.1,16.5,17,264,2-4
405,DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,E,19.2,13.1,16.4,17,262,2-4
406,DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,E,19.2,13.1,16.4,17,269,2-4
407,DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,E,19.4,13.3,16.7,17,274,2-4
409,DODGE,Grand Caravan FFV,MINIVAN,3.6,6,A6,E,19.4,13.3,16.7,17,274,2-4
410,CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.6,6,A6,E,19.7,13.3,16.8,17,269,2-4
412,CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.6,6,A6,E,19.7,13.3,16.8,17,279,2-4
413,GMC,YUKON DENALI XL AWD,SUV - STANDARD,6.2,8,A6,Z,18.8,13.4,16.4,17,377,6-8
414,ROLLS-ROYCE,Cullinan Black Badge,STATION WAGON - MID-SIZE,6.7,12,AS8,Z,20.1,12.1,16.5,17,386,6-8
415,FORD,Shelby GT500 Mustang,SUBCOMPACT,5.2,8,AM7,Z,19.9,12.7,16.7,17,392,4-6
416,GMC,SAVANA 1500 CARGO AWD,VAN - CARGO,5.3,8,A4,X,18.3,14.2,16.5,17,380,4-6
417,GMC,SAVANA 1500 PASSENGER,VAN - PASSENGER,5.3,8,A4,X,18.6,13.9,16.5,17,380,4-6
418,CHEVROLET,EXPRESS 1500 CARGO AWD,VAN - CARGO,5.3,8,A4,X,18.3,14.2,16.5,17,380,4-6
419,CHEVROLET,EXPRESS 1500 PASSENGER,VAN - PASSENGER,5.3,8,A4,X,18.6,13.9,16.5,17,380,4-6
420,ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,COMPACT,6.7,12,A8,Z,20.7,12.7,17.1,17,393,6-8
421,ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,COMPACT,6.7,12,AS8,Z,20.6,12.8,17.1,17,401,6-8
422,GMC,SAVANA 1500 CARGO CONV,VAN - CARGO,5.3,8,A4,X,18.6,13.9,16.5,17,380,4-6
423,BENTLEY,CONTINENTAL SUPERSPORTS,COMPACT,6.0,12,AS8,Z,20.4,12.0,16.6,17,389,6-8
424,CHEVROLET,EXPRESS 1500 CARGO CONV,VAN - CARGO,5.3,8,A4,X,18.6,13.9,16.5,17,380,4-6
425,GMC,SAVANA 1500 PASSENGER AWD,VAN - PASSENGER,5.3,8,A4,X,18.3,14.2,16.5,17,380,4-6
426,BENTLEY,CONTINENTAL GT CONVERTIBLE,COMPACT,6.0,12,AS8,Z,20.4,12.0,16.6,17,389,6-8
427,CHEVROLET,EXPRESS 1500 PASSENGER AWD,VAN - PASSENGER,5.3,8,A4,X,18.3,14.2,16.5,17,380,4-6
428,GMC,SAVANA 1500 CARGO CONV AWD,VAN - CARGO,5.3,8,A4,X,18.3,14.2,16.5,17,380,4-6
429,MERCEDES-BENZ,SLS AMG BLACK SERIES COUPE,TWO-SEATER,6.2,8,AS7,Z,18.7,13.9,16.5,17,380,6-8
430,CHEVROLET,EXPRESS 1500 CARGO CONV AWD,VAN - CARGO,5.3,8,A4,X,18.3,14.2,16.5,17,380,4-6
431,BENTLEY,CONTINENTAL GT SPEED CONVERTIBLE,SUBCOMPACT,6.0,12,AS8,Z,20.0,12.2,16.5,17,380,6-8
432,AUDI,A8L,FULL-SIZE,6.3,12,AS8,Z,18.7,11.5,15.5,18,363,6-8
433,ASTON MARTIN,DB9,MINICOMPACT,5.9,12,A6,Z,18.0,12.6,15.6,18,359,4-6
435,BMW,X6 M,SUV - STANDARD,4.4,8,A6,Z,18.1,13.7,16.1,18,370,4-6
436,BMW,760Li,FULL-SIZE,6.0,12,A8,Z,18.7,11.5,15.5,18,356,6-8
437,FORD,F-150,PICKUP TRUCK - STANDARD,6.2,8,AS6,X,18.3,12.9,15.9,18,366,6-8
438,ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12,A8,Z,19.1,12.3,16.0,18,368,6-8
439,ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12,AS8,Z,19.2,12.4,16.1,18,370,6-8
440,ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12,AS8,Z,19.2,12.4,16.1,18,373,6-8
441,NISSAN,TITAN,PICKUP TRUCK - STANDARD,5.6,8,A5,X,17.9,12.8,15.6,18,359,4-6
442,NISSAN,TITAN,PICKUP TRUCK - STANDARD,5.6,8,A5,X,18.4,13.3,16.1,18,370,4-6
443,ASTON MARTIN,DB9 GT,MINICOMPACT,5.9,12,A6,Z,18.0,12.6,15.6,18,365,4-6
444,LEXUS,LX 570,SUV - STANDARD,5.7,8,AS8,Z,18.3,12.9,15.9,18,371,4-6
445,LEXUS,LX 570,SUV - STANDARD,5.7,8,AS8,Z,18.2,13.0,15.8,18,372,4-6
446,LEXUS,LX 570,SUV - STANDARD,5.7,8,AS8,Z,18.2,12.8,15.8,18,371,4-6
448,ASTON MARTIN,RAPIDE,SUBCOMPACT,5.9,12,A6,Z,18.0,12.6,15.6,18,359,4-6
449,TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,17.6,12.9,15.5,18,356,4-6
450,TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,17.3,13.0,15.4,18,360,4-6
451,TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,17.2,12.9,15.3,18,358,4-6
452,TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,17.7,13.6,15.9,18,371,4-6
453,TOYOTA,Tundra,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,17.7,13.6,15.9,18,371,4-6
455,ROLLS-ROYCE,WRAITH,MID-SIZE,6.6,12,A8,Z,18.7,11.8,15.6,18,359,6-8
456,ROLLS-ROYCE,WRAITH,MID-SIZE,6.6,12,AS8,Z,18.7,11.8,15.6,18,359,6-8
457,ROLLS-ROYCE,WRAITH,MID-SIZE,6.6,12,AS8,Z,18.8,11.8,15.6,18,367,6-8
458,ROLLS-ROYCE,WRAITH,MID-SIZE,6.6,12,AS8,Z,19.0,12.5,16.1,18,375,6-8
459,RAM,1500 4X4,PICKUP TRUCK - STANDARD,5.7,8,A6,X,17.5,12.7,15.4,18,361,4-6
460,MERCEDES-BENZ,AMG S 65,FULL-SIZE,6.0,12,AS7,Z,18.5,11.8,15.5,18,361,6-8
461,BENTLEY,BENTAYGA,SUV - STANDARD,6.0,12,AS8,Z,18.8,12.2,15.9,18,370,6-8
463,BUICK,LACROSSE,MID-SIZE,3.6,6,AS6,E,18.4,12.2,15.6,18,250,2-4
464,BUICK,LACROSSE,MID-SIZE,3.6,6,AS6,E,18.7,12.4,15.8,18,253,2-4
465,INFINITI,QX80 4WD,SUV - STANDARD,5.6,8,AS7,Z,17.8,12.3,15.3,18,360,4-6
466,MERCEDES-BENZ,S 65 AMG,FULL-SIZE,6.0,12,AS7,Z,18.5,11.8,15.5,18,357,6-8
467,ASTON MARTIN,VANQUISH,MINICOMPACT,5.9,12,A6,Z,18.0,12.6,15.6,18,359,4-6
468,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.5,6,A6,E,17.9,13.0,15.7,18,251,2-4
469,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.5,6,A6,E,17.9,13.0,15.7,18,261,2-4
470,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.5,6,A6,E,17.9,13.2,15.8,18,258,2-4
471,ROLLS-ROYCE,GHOST EWB,FULL-SIZE,6.6,12,A8,Z,19.1,12.3,16.0,18,368,6-8
